state,date,year,month,index
Arunachal Pradesh,2025-01-01,2025,January,
Arunachal Pradesh,2025-02-01,2025,February,
Arunachal Pradesh,2025-03-01,2025,March,
Arunachal Pradesh,2025-04-01,2025,April,
Arunachal Pradesh,2025-05-01,2025,May,
Arunachal Pradesh,2025-06-01,2025,June,
Arunachal Pradesh,2025-07-01,2025,July,
Arunachal Pradesh,2025-08-01,2025,August,
Arunachal Pradesh,2025-09-01,2025,September,
Arunachal Pradesh,2025-10-01,2025,October,
Arunachal Pradesh,2025-11-01,2025,November,
Arunachal Pradesh,2025-12-01,2025,December,
Assam,2011-01-01,2011,January,87.1
Assam,2011-02-01,2011,February,87.1
Assam,2011-03-01,2011,March,87.1
Assam,2011-04-01,2011,April,88.5
Assam,2011-05-01,2011,May,89.4
Assam,2011-06-01,2011,June,90.5
Assam,2011-07-01,2011,July,91.8
Assam,2011-08-01,2011,August,93.2
Assam,2011-09-01,2011,September,94.4
Assam,2011-10-01,2011,October,95.4
Assam,2011-11-01,2011,November,95.5
Assam,2011-12-01,2011,December,95.3
Assam,2012-01-01,2012,January,95.0
Assam,2012-02-01,2012,February,95.6
Assam,2012-03-01,2012,March,96.1
Assam,2012-04-01,2012,April,97.8
Assam,2012-05-01,2012,May,99.4
Assam,2012-06-01,2012,June,99.7
Assam,2012-07-01,2012,July,101.3
Assam,2012-08-01,2012,August,101.8
Assam,2012-09-01,2012,September,102.6
Assam,2012-10-01,2012,October,104.2
Assam,2012-11-01,2012,November,104.4
Assam,2012-12-01,2012,December,104.1
Assam,2013-01-01,2013,January,104.1
Assam,2013-02-01,2013,February,104.7
Assam,2013-03-01,2013,March,105.2
Assam,2013-04-01,2013,April,104.7
Assam,2013-05-01,2013,May,105.8
Assam,2013-06-01,2013,June,107.3
Assam,2013-07-01,2013,July,108.9
Assam,2013-08-01,2013,August,110.6
Assam,2013-09-01,2013,September,112.6
Assam,2013-10-01,2013,October,114.5
Assam,2013-11-01,2013,November,116.6
Assam,2013-12-01,2013,December,115.0
Assam,2014-01-01,2014,January,114.6
Assam,2014-02-01,2014,February,114.4
Assam,2014-03-01,2014,March,114.9
Assam,2014-04-01,2014,April,114.7
Assam,2014-05-01,2014,May,115.4
Assam,2014-06-01,2014,June,116.9
Assam,2014-07-01,2014,July,118.6
Assam,2014-08-01,2014,August,119.5
Assam,2014-09-01,2014,September,120.9
Assam,2014-10-01,2014,October,121.1
Assam,2014-11-01,2014,November,120.6
Assam,2014-12-01,2014,December,118.7
Assam,2015-01-01,2015,January,117.4
Assam,2015-02-01,2015,February,118.2
Assam,2015-03-01,2015,March,118.5
Assam,2015-04-01,2015,April,119.7
Assam,2015-05-01,2015,May,121.3
Assam,2015-06-01,2015,June,122.4
Assam,2015-07-01,2015,July,122.8
Assam,2015-08-01,2015,August,124.0
Assam,2015-09-01,2015,September,125.7
Assam,2015-10-01,2015,October,126.7
Assam,2015-11-01,2015,November,126.8
Assam,2015-12-01,2015,December,125.7
Assam,2016-01-01,2016,January,124.5
Assam,2016-02-01,2016,February,124.6
Assam,2016-03-01,2016,March,124.7
Assam,2016-04-01,2016,April,125.3
Assam,2016-05-01,2016,May,126.2
Assam,2016-06-01,2016,June,126.5
Assam,2016-07-01,2016,July,127.1
Assam,2016-08-01,2016,August,128.2
Assam,2016-09-01,2016,September,128.4
Assam,2016-10-01,2016,October,129.4
Assam,2016-11-01,2016,November,129.3
Assam,2016-12-01,2016,December,128.1
Assam,2017-01-01,2017,January,127.0
Assam,2017-02-01,2017,February,126.1
Assam,2017-03-01,2017,March,126.4
Assam,2017-04-01,2017,April,127.4
Assam,2017-05-01,2017,May,128.2
Assam,2017-06-01,2017,June,128.9
Assam,2017-07-01,2017,July,129.9
Assam,2017-08-01,2017,August,132.0
Assam,2017-09-01,2017,September,133.2
Assam,2017-10-01,2017,October,134.3
Assam,2017-11-01,2017,November,136.8
Assam,2017-12-01,2017,December,137.0
Assam,2018-01-01,2018,January,136.3
Assam,2018-02-01,2018,February,135.6
Assam,2018-03-01,2018,March,135.9
Assam,2018-04-01,2018,April,136.7
Assam,2018-05-01,2018,May,137.4
Assam,2018-06-01,2018,June,138.0
Assam,2018-07-01,2018,July,139.2
Assam,2018-08-01,2018,August,140.0
Assam,2018-09-01,2018,September,140.9
Assam,2018-10-01,2018,October,142.3
Assam,2018-11-01,2018,November,144.0
Assam,2018-12-01,2018,December,143.4
Assam,2019-01-01,2019,January,142.7
Assam,2019-02-01,2019,February,142.8
Assam,2019-03-01,2019,March,142.9
Assam,2019-04-01,2019,April,143.1
Assam,2019-05-01,2019,May,144.3
Assam,2019-06-01,2019,June,144.8
Assam,2019-07-01,2019,July,146.8
Assam,2019-08-01,2019,August,148.1
Assam,2019-09-01,2019,September,150.3
Assam,2019-10-01,2019,October,151.2
Assam,2019-11-01,2019,November,152.1
Assam,2019-12-01,2019,December,154.0
Assam,2020-01-01,2020,January,153.4
Assam,2020-02-01,2020,February,152.1
Assam,2020-03-01,2020,March,151.1
Assam,2020-06-01,2020,June,163.2
Assam,2020-07-01,2020,July,162.5
Assam,2020-08-01,2020,August,162.4
Assam,2020-09-01,2020,September,163.4
Assam,2020-10-01,2020,October,165.3
Assam,2020-11-01,2020,November,164.9
Assam,2020-12-01,2020,December,162.5
Assam,2021-01-01,2021,January,160.2
Assam,2021-02-01,2021,February,157.9
Assam,2021-03-01,2021,March,157.5
Assam,2021-04-01,2021,April,159.3
Assam,2021-05-01,2021,May,162.8
Assam,2021-06-01,2021,June,164.5
Assam,2021-07-01,2021,July,165.7
Assam,2021-08-01,2021,August,166.8
Assam,2021-09-01,2021,September,168.0
Assam,2021-10-01,2021,October,170.3
Assam,2021-11-01,2021,November,171.1
Assam,2021-12-01,2021,December,169.5
Assam,2022-01-01,2022,January,168.9
Assam,2022-02-01,2022,February,168.3
Assam,2022-03-01,2022,March,170.4
Assam,2022-04-01,2022,April,172.9
Assam,2022-05-01,2022,May,174.9
Assam,2022-06-01,2022,June,177.0
Assam,2022-07-01,2022,July,178.8
Assam,2022-08-01,2022,August,179.7
Assam,2022-09-01,2022,September,179.9
Assam,2022-10-01,2022,October,180.2
Assam,2022-11-01,2022,November,180.2
Assam,2022-12-01,2022,December,179.0
Assam,2023-01-01,2023,January,178.4
Assam,2023-02-01,2023,February,177.6
Assam,2023-03-01,2023,March,177.7
Assam,2023-04-01,2023,April,179.0
Assam,2023-05-01,2023,May,180.6
Assam,2023-06-01,2023,June,181.5
Assam,2023-07-01,2023,July,185.8
Assam,2023-08-01,2023,August,186.9
Assam,2023-09-01,2023,September,187.8
Assam,2023-10-01,2023,October,188.9
Assam,2023-11-01,2023,November,189.4
Assam,2023-12-01,2023,December,189.0
Assam,2024-01-01,2024,January,188.7
Assam,2024-02-01,2024,February,188.3
Assam,2024-03-01,2024,March,188.5
Assam,2024-04-01,2024,April,189.2
Assam,2024-05-01,2024,May,190.0
Assam,2024-06-01,2024,June,191.8
Assam,2024-07-01,2024,July,195.3
Assam,2024-08-01,2024,August,196.3
Assam,2024-09-01,2024,September,197.0
Assam,2024-10-01,2024,October,200.0
Assam,2024-11-01,2024,November,199.2
Assam,2024-12-01,2024,December,199.4
Assam,2025-01-01,2025,January,197.4
Assam,2025-02-01,2025,February,196.3
Assam,2025-03-01,2025,March,195.4
Assam,2025-04-01,2025,April,194.6
Assam,2025-05-01,2025,May,194.5
Assam,2025-06-01,2025,June,195.2
Assam,2025-07-01,2025,July,194.1
Assam,2025-08-01,2025,August,195.0
Assam,2025-09-01,2025,September,195.8
Assam,2025-10-01,2025,October,196.9
Assam,2025-11-01,2025,November,197.5
Assam,2025-12-01,2025,December,197.0
Bihar,2011-01-01,2011,January,89.5
Bihar,2011-02-01,2011,February,88.1
Bihar,2011-03-01,2011,March,88.1
Bihar,2011-04-01,2011,April,88.0
Bihar,2011-05-01,2011,May,88.5
Bihar,2011-06-01,2011,June,89.8
Bihar,2011-07-01,2011,July,91.8
Bihar,2011-08-01,2011,August,92.8
Bihar,2011-09-01,2011,September,93.8
Bihar,2011-10-01,2011,October,94.4
Bihar,2011-11-01,2011,November,94.5
Bihar,2011-12-01,2011,December,94.2
Bihar,2012-01-01,2012,January,94.6
Bihar,2012-02-01,2012,February,94.8
Bihar,2012-03-01,2012,March,95.5
Bihar,2012-04-01,2012,April,97.3
Bihar,2012-05-01,2012,May,98.2
Bihar,2012-06-01,2012,June,99.8
Bihar,2012-07-01,2012,July,101.3
Bihar,2012-08-01,2012,August,102.4
Bihar,2012-09-01,2012,September,103.5
Bihar,2012-10-01,2012,October,104.7
Bihar,2012-11-01,2012,November,105.1
Bihar,2012-12-01,2012,December,105.3
Bihar,2013-01-01,2013,January,105.8
Bihar,2013-02-01,2013,February,106.8
Bihar,2013-03-01,2013,March,107.2
Bihar,2013-04-01,2013,April,106.5
Bihar,2013-05-01,2013,May,107.1
Bihar,2013-06-01,2013,June,109.2
Bihar,2013-07-01,2013,July,111.6
Bihar,2013-08-01,2013,August,113.5
Bihar,2013-09-01,2013,September,116.8
Bihar,2013-10-01,2013,October,119.2
Bihar,2013-11-01,2013,November,122.0
Bihar,2013-12-01,2013,December,118.7
Bihar,2014-01-01,2014,January,116.8
Bihar,2014-02-01,2014,February,116.5
Bihar,2014-03-01,2014,March,117.7
Bihar,2014-04-01,2014,April,118.6
Bihar,2014-05-01,2014,May,119.4
Bihar,2014-06-01,2014,June,120.6
Bihar,2014-07-01,2014,July,123.0
Bihar,2014-08-01,2014,August,123.3
Bihar,2014-09-01,2014,September,124.1
Bihar,2014-10-01,2014,October,124.7
Bihar,2014-11-01,2014,November,124.6
Bihar,2014-12-01,2014,December,122.5
Bihar,2015-01-01,2015,January,122.7
Bihar,2015-02-01,2015,February,122.2
Bihar,2015-03-01,2015,March,122.5
Bihar,2015-04-01,2015,April,122.7
Bihar,2015-05-01,2015,May,122.9
Bihar,2015-06-01,2015,June,124.9
Bihar,2015-07-01,2015,July,126.3
Bihar,2015-08-01,2015,August,128.8
Bihar,2015-09-01,2015,September,130.7
Bihar,2015-10-01,2015,October,130.8
Bihar,2015-11-01,2015,November,130.0
Bihar,2015-12-01,2015,December,129.1
Bihar,2016-01-01,2016,January,129.2
Bihar,2016-02-01,2016,February,129.0
Bihar,2016-03-01,2016,March,129.2
Bihar,2016-04-01,2016,April,129.9
Bihar,2016-05-01,2016,May,130.7
Bihar,2016-06-01,2016,June,131.6
Bihar,2016-07-01,2016,July,133.0
Bihar,2016-08-01,2016,August,134.1
Bihar,2016-09-01,2016,September,134.0
Bihar,2016-10-01,2016,October,134.6
Bihar,2016-11-01,2016,November,134.2
Bihar,2016-12-01,2016,December,133.5
Bihar,2017-01-01,2017,January,132.7
Bihar,2017-02-01,2017,February,132.4
Bihar,2017-03-01,2017,March,132.6
Bihar,2017-04-01,2017,April,132.2
Bihar,2017-05-01,2017,May,131.8
Bihar,2017-06-01,2017,June,132.6
Bihar,2017-07-01,2017,July,134.1
Bihar,2017-08-01,2017,August,136.9
Bihar,2017-09-01,2017,September,136.7
Bihar,2017-10-01,2017,October,137.6
Bihar,2017-11-01,2017,November,138.7
Bihar,2017-12-01,2017,December,139.1
Bihar,2018-01-01,2018,January,139.3
Bihar,2018-02-01,2018,February,138.4
Bihar,2018-03-01,2018,March,138.7
Bihar,2018-04-01,2018,April,138.8
Bihar,2018-05-01,2018,May,139.5
Bihar,2018-06-01,2018,June,139.7
Bihar,2018-07-01,2018,July,140.8
Bihar,2018-08-01,2018,August,141.8
Bihar,2018-09-01,2018,September,142.6
Bihar,2018-10-01,2018,October,144.3
Bihar,2018-11-01,2018,November,145.8
Bihar,2018-12-01,2018,December,144.6
Bihar,2019-01-01,2019,January,141.7
Bihar,2019-02-01,2019,February,140.2
Bihar,2019-03-01,2019,March,139.8
Bihar,2019-04-01,2019,April,139.6
Bihar,2019-05-01,2019,May,139.7
Bihar,2019-06-01,2019,June,140.4
Bihar,2019-07-01,2019,July,142.2
Bihar,2019-08-01,2019,August,143.1
Bihar,2019-09-01,2019,September,143.9
Bihar,2019-10-01,2019,October,146.1
Bihar,2019-11-01,2019,November,147.9
Bihar,2019-12-01,2019,December,150.5
Bihar,2020-01-01,2020,January,149.9
Bihar,2020-02-01,2020,February,147.4
Bihar,2020-03-01,2020,March,146.3
Bihar,2020-06-01,2020,June,149.1
Bihar,2020-07-01,2020,July,151.5
Bihar,2020-08-01,2020,August,153.2
Bihar,2020-09-01,2020,September,156.6
Bihar,2020-10-01,2020,October,160.8
Bihar,2020-11-01,2020,November,162.4
Bihar,2020-12-01,2020,December,158.7
Bihar,2021-01-01,2021,January,154.1
Bihar,2021-02-01,2021,February,153.9
Bihar,2021-03-01,2021,March,153.4
Bihar,2021-04-01,2021,April,153.4
Bihar,2021-05-01,2021,May,155.8
Bihar,2021-06-01,2021,June,158.2
Bihar,2021-07-01,2021,July,159.4
Bihar,2021-08-01,2021,August,160.1
Bihar,2021-09-01,2021,September,161.5
Bihar,2021-10-01,2021,October,164.4
Bihar,2021-11-01,2021,November,166.8
Bihar,2021-12-01,2021,December,165.0
Bihar,2022-01-01,2022,January,162.9
Bihar,2022-02-01,2022,February,162.9
Bihar,2022-03-01,2022,March,165.0
Bihar,2022-04-01,2022,April,165.0
Bihar,2022-05-01,2022,May,165.1
Bihar,2022-06-01,2022,June,165.6
Bihar,2022-07-01,2022,July,167.7
Bihar,2022-08-01,2022,August,170.2
Bihar,2022-09-01,2022,September,171.8
Bihar,2022-10-01,2022,October,174.0
Bihar,2022-11-01,2022,November,173.6
Bihar,2022-12-01,2022,December,173.1
Bihar,2023-01-01,2023,January,173.6
Bihar,2023-02-01,2023,February,173.2
Bihar,2023-03-01,2023,March,173.3
Bihar,2023-04-01,2023,April,173.8
Bihar,2023-05-01,2023,May,175.0
Bihar,2023-06-01,2023,June,175.7
Bihar,2023-07-01,2023,July,180.7
Bihar,2023-08-01,2023,August,181.4
Bihar,2023-09-01,2023,September,181.3
Bihar,2023-10-01,2023,October,183.9
Bihar,2023-11-01,2023,November,184.2
Bihar,2023-12-01,2023,December,183.3
Bihar,2024-01-01,2024,January,181.9
Bihar,2024-02-01,2024,February,181.2
Bihar,2024-03-01,2024,March,183.1
Bihar,2024-04-01,2024,April,182.9
Bihar,2024-05-01,2024,May,184.5
Bihar,2024-06-01,2024,June,186.9
Bihar,2024-07-01,2024,July,191.4
Bihar,2024-08-01,2024,August,193.4
Bihar,2024-09-01,2024,September,194.9
Bihar,2024-10-01,2024,October,198.3
Bihar,2024-11-01,2024,November,198.1
Bihar,2024-12-01,2024,December,196.8
Bihar,2025-01-01,2025,January,191.1
Bihar,2025-02-01,2025,February,189.3
Bihar,2025-03-01,2025,March,188.8
Bihar,2025-04-01,2025,April,188.2
Bihar,2025-05-01,2025,May,187.3
Bihar,2025-06-01,2025,June,188.4
Bihar,2025-07-01,2025,July,191.2
Bihar,2025-08-01,2025,August,194.4
Bihar,2025-09-01,2025,September,193.9
Bihar,2025-10-01,2025,October,194.4
Bihar,2025-11-01,2025,November,194.8
Bihar,2025-12-01,2025,December,194.1
Chandigarh,2011-01-01,2011,January,88.6
Chandigarh,2011-02-01,2011,February,87.4
Chandigarh,2011-03-01,2011,March,88.0
Chandigarh,2011-04-01,2011,April,88.8
Chandigarh,2011-05-01,2011,May,89.7
Chandigarh,2011-06-01,2011,June,90.2
Chandigarh,2011-07-01,2011,July,91.5
Chandigarh,2011-08-01,2011,August,92.4
Chandigarh,2011-09-01,2011,September,93.5
Chandigarh,2011-10-01,2011,October,94.6
Chandigarh,2011-11-01,2011,November,95.1
Chandigarh,2011-12-01,2011,December,94.2
Chandigarh,2012-01-01,2012,January,95.0
Chandigarh,2012-02-01,2012,February,95.5
Chandigarh,2012-03-01,2012,March,96.6
Chandigarh,2012-04-01,2012,April,98.5
Chandigarh,2012-05-01,2012,May,99.7
Chandigarh,2012-06-01,2012,June,100.2
Chandigarh,2012-07-01,2012,July,101.3
Chandigarh,2012-08-01,2012,August,102.4
Chandigarh,2012-09-01,2012,September,102.9
Chandigarh,2012-10-01,2012,October,103.4
Chandigarh,2012-11-01,2012,November,103.5
Chandigarh,2012-12-01,2012,December,103.5
Chandigarh,2013-01-01,2013,January,102.9
Chandigarh,2013-02-01,2013,February,103.4
Chandigarh,2013-03-01,2013,March,104.1
Chandigarh,2013-04-01,2013,April,104.7
Chandigarh,2013-05-01,2013,May,104.6
Chandigarh,2013-06-01,2013,June,105.7
Chandigarh,2013-07-01,2013,July,107.9
Chandigarh,2013-08-01,2013,August,109.4
Chandigarh,2013-09-01,2013,September,110.5
Chandigarh,2013-10-01,2013,October,111.9
Chandigarh,2013-11-01,2013,November,113.0
Chandigarh,2013-12-01,2013,December,110.5
Chandigarh,2014-01-01,2014,January,110.4
Chandigarh,2014-02-01,2014,February,110.6
Chandigarh,2014-03-01,2014,March,111.7
Chandigarh,2014-04-01,2014,April,113.2
Chandigarh,2014-05-01,2014,May,114.5
Chandigarh,2014-06-01,2014,June,114.8
Chandigarh,2014-07-01,2014,July,116.4
Chandigarh,2014-08-01,2014,August,117.3
Chandigarh,2014-09-01,2014,September,117.7
Chandigarh,2014-10-01,2014,October,117.6
Chandigarh,2014-11-01,2014,November,117.4
Chandigarh,2014-12-01,2014,December,116.3
Chandigarh,2015-01-01,2015,January,116.7
Chandigarh,2015-02-01,2015,February,116.4
Chandigarh,2015-03-01,2015,March,117.1
Chandigarh,2015-04-01,2015,April,117.8
Chandigarh,2015-05-01,2015,May,118.6
Chandigarh,2015-06-01,2015,June,119.2
Chandigarh,2015-07-01,2015,July,119.6
Chandigarh,2015-08-01,2015,August,120.5
Chandigarh,2015-09-01,2015,September,121.1
Chandigarh,2015-10-01,2015,October,121.6
Chandigarh,2015-11-01,2015,November,121.8
Chandigarh,2015-12-01,2015,December,121.5
Chandigarh,2016-01-01,2016,January,121.6
Chandigarh,2016-02-01,2016,February,121.6
Chandigarh,2016-03-01,2016,March,121.3
Chandigarh,2016-04-01,2016,April,123.3
Chandigarh,2016-05-01,2016,May,123.7
Chandigarh,2016-06-01,2016,June,125.1
Chandigarh,2016-07-01,2016,July,125.4
Chandigarh,2016-08-01,2016,August,125.4
Chandigarh,2016-09-01,2016,September,125.5
Chandigarh,2016-10-01,2016,October,126.2
Chandigarh,2016-11-01,2016,November,126.6
Chandigarh,2016-12-01,2016,December,125.5
Chandigarh,2017-01-01,2017,January,124.9
Chandigarh,2017-02-01,2017,February,125.1
Chandigarh,2017-03-01,2017,March,126.0
Chandigarh,2017-04-01,2017,April,126.4
Chandigarh,2017-05-01,2017,May,125.3
Chandigarh,2017-06-01,2017,June,125.3
Chandigarh,2017-07-01,2017,July,127.6
Chandigarh,2017-08-01,2017,August,129.2
Chandigarh,2017-09-01,2017,September,130.4
Chandigarh,2017-10-01,2017,October,133.7
Chandigarh,2017-11-01,2017,November,134.5
Chandigarh,2017-12-01,2017,December,133.6
Chandigarh,2018-01-01,2018,January,131.9
Chandigarh,2018-02-01,2018,February,130.8
Chandigarh,2018-03-01,2018,March,130.8
Chandigarh,2018-04-01,2018,April,133.2
Chandigarh,2018-05-01,2018,May,132.2
Chandigarh,2018-06-01,2018,June,133.7
Chandigarh,2018-07-01,2018,July,135.0
Chandigarh,2018-08-01,2018,August,135.4
Chandigarh,2018-09-01,2018,September,136.8
Chandigarh,2018-10-01,2018,October,136.9
Chandigarh,2018-11-01,2018,November,136.6
Chandigarh,2018-12-01,2018,December,135.8
Chandigarh,2019-01-01,2019,January,135.2
Chandigarh,2019-02-01,2019,February,135.3
Chandigarh,2019-03-01,2019,March,136.2
Chandigarh,2019-04-01,2019,April,138.3
Chandigarh,2019-05-01,2019,May,138.9
Chandigarh,2019-06-01,2019,June,138.8
Chandigarh,2019-07-01,2019,July,139.0
Chandigarh,2019-08-01,2019,August,139.9
Chandigarh,2019-09-01,2019,September,141.1
Chandigarh,2019-10-01,2019,October,142.1
Chandigarh,2019-11-01,2019,November,143.6
Chandigarh,2019-12-01,2019,December,146.2
Chandigarh,2020-01-01,2020,January,144.7
Chandigarh,2020-02-01,2020,February,143.4
Chandigarh,2020-03-01,2020,March,143.5
Chandigarh,2020-06-01,2020,June,144.8
Chandigarh,2020-07-01,2020,July,146.7
Chandigarh,2020-08-01,2020,August,147.5
Chandigarh,2020-09-01,2020,September,148.5
Chandigarh,2020-10-01,2020,October,150.4
Chandigarh,2020-11-01,2020,November,150.3
Chandigarh,2020-12-01,2020,December,148.9
Chandigarh,2021-01-01,2021,January,147.9
Chandigarh,2021-02-01,2021,February,149.1
Chandigarh,2021-03-01,2021,March,149.8
Chandigarh,2021-04-01,2021,April,151.9
Chandigarh,2021-05-01,2021,May,151.5
Chandigarh,2021-06-01,2021,June,151.8
Chandigarh,2021-07-01,2021,July,154.3
Chandigarh,2021-08-01,2021,August,155.1
Chandigarh,2021-09-01,2021,September,155.6
Chandigarh,2021-10-01,2021,October,157.9
Chandigarh,2021-11-01,2021,November,158.7
Chandigarh,2021-12-01,2021,December,157.2
Chandigarh,2022-01-01,2022,January,156.8
Chandigarh,2022-02-01,2022,February,157.6
Chandigarh,2022-03-01,2022,March,158.2
Chandigarh,2022-04-01,2022,April,163.1
Chandigarh,2022-05-01,2022,May,162.8
Chandigarh,2022-06-01,2022,June,163.3
Chandigarh,2022-07-01,2022,July,164.2
Chandigarh,2022-08-01,2022,August,164.4
Chandigarh,2022-09-01,2022,September,165.0
Chandigarh,2022-10-01,2022,October,166.2
Chandigarh,2022-11-01,2022,November,165.5
Chandigarh,2022-12-01,2022,December,164.7
Chandigarh,2023-01-01,2023,January,164.7
Chandigarh,2023-02-01,2023,February,165.5
Chandigarh,2023-03-01,2023,March,166.5
Chandigarh,2023-04-01,2023,April,168.4
Chandigarh,2023-05-01,2023,May,168.8
Chandigarh,2023-06-01,2023,June,169.9
Chandigarh,2023-07-01,2023,July,174.6
Chandigarh,2023-08-01,2023,August,174.2
Chandigarh,2023-09-01,2023,September,171.8
Chandigarh,2023-10-01,2023,October,172.5
Chandigarh,2023-11-01,2023,November,172.7
Chandigarh,2023-12-01,2023,December,171.5
Chandigarh,2024-01-01,2024,January,171.2
Chandigarh,2024-02-01,2024,February,172.3
